,genes,logFC,AveExpr,t,P.Value,adj.P.Val,B
PSMG4,PSMG4,-10.01936908,-7.646506553,42.782907,0.998097164,0.792866051,-7.709560465
COPS8,COPS8,-13.87988019,7.767752546,42.98590085,0.999417422,0.999417422,-6.113764308
NRG4,NRG4,-12.0433267,5.570030232,-47.4151358,0.902637463,0.999417422,-7.747121852
ITGAE,ITGAE,3.861850483,-4.939853899,20.34919261,0.999417422,0.999417422,-8.029316439
RBM20,RBM20,6.866566126,-4.426128234,31.79280594,0.974294963,0.999417422,-6.031199985
CD200R1,CD200R1,-1.986532213,7.561933027,-90.72859766,0.996371371,0.950199051,-8.088787293
KIF21A,KIF21A,-11.01463708,2.692903614,23.88780936,0.849350009,0.999417422,-7.743633642
GAPDHP27,GAPDHP27,5.021201501,13.54994354,-4.421566058,0.999417422,0.96241078,-8.010796951
AP005432.1,AP005432.1,-13.97640735,5.653071566,14.3220777,0.999417422,0.999417422,-7.441851662
ISG15,ISG15,-7.94471668,4.702844472,72.56267481,0.989025631,0.641332065,-7.913653198
FAM86C2P,FAM86C2P,-10.69074425,7.53807613,0.210980833,0.999417422,0.996118223,-7.651454643
PVT1,PVT1,12.34487075,1.373704251,71.04207668,0.814096581,0.999417422,-7.063425024
ENY2,ENY2,-0.135485636,-3.427774561,-72.07738266,0.999266259,0.999417422,-6.942814414
TMOD1,TMOD1,-10.00275008,9.345996268,-16.04265323,0.915712032,0.996118223,-6.740799595
ZC3H11B,ZC3H11B,-3.012230324,-3.822343595,-39.03948701,0.999417422,0.934263691,-7.629926958
LINC00865,LINC00865,14.98568044,2.428430875,70.76506363,0.999417422,0.67537241,-8.1858723
ZKSCAN8,ZKSCAN8,-14.0839615,0.492043916,-33.35552083,0.946245899,0.999723996,-7.251967942
DBP,DBP,-0.917759305,-6.015104886,16.40571715,0.996118223,0.999417422,-6.980923014
TMA16,TMA16,10.3671576,12.98327004,-91.65092403,0.999417422,0.950199051,-8.115042272
RPL5P4,RPL5P4,3.689101579,-1.709437835,-28.45709452,0.999417422,0.999417422,-7.750646716
YAE1,YAE1,10.08324614,-8.02391057,-85.77645371,0.999417422,0.933963932,-7.961433473
AC005332.5,AC005332.5,11.00690053,13.1527511,43.1169812,0.30831204,0.999417422,-7.363725782
BTC,BTC,7.06975494,11.58188209,9.0272547,0.973963656,0.999417422,-6.377620523
AHSP,AHSP,-12.96234275,16.92063258,4.249083018,0.999417422,0.999417422,-7.569134533
HBEGF,HBEGF,10.95294731,-11.66037318,58.83918119,0.999417422,0.409962419,-7.311429324
LOXL1-AS1,LOXL1-AS1,5.360493353,-4.771840146,89.54160677,0.997485715,0.999417422,-7.395742891
SCN4A,SCN4A,-1.827267483,-9.456097154,-2.340641313,0.999417422,0.792356608,-6.372285487
AP005212.2,AP005212.2,8.013992618,8.853311279,-72.92574801,0.999417422,0.999417422,-7.475726318
ALKBH8,ALKBH8,-2.015126553,8.523318536,-87.11022856,0.410195495,0.999417422,-3.640625261
AL136379.1,AL136379.1,-1.819058976,-1.542708925,-63.23317234,0.999417422,0.996371371,-6.962215584
PPIP5K1,PPIP5K1,-4.063028204,12.0632527,36.24159006,0.996118223,0.996118223,-6.511593822
MED10,MED10,-13.07858439,-1.731072314,-29.03974632,0.905562985,0.996118223,-7.703115137
AC015813.5,AC015813.5,9.92124967,11.76286393,-15.49382012,0.999417422,0.999417422,-7.14173162
SYT8,SYT8,1.653766459,-0.757108616,17.92850196,0.999417422,0.999417422,-7.73914962
SORD,SORD,-1.950639206,8.228503955,-91.81301662,0.92912434,0.999417422,-7.730395457
NAXD,NAXD,8.91699165,12.10421873,-73.636163,0.677309861,0.999417422,-7.312689971
USP36,USP36,2.021801727,6.239444419,-3.855815913,0.999417422,0.661132703,-6.627064762
PPP1R18,PPP1R18,2.014313158,7.281177127,9.239952267,0.999417422,0.999417422,-7.946535116
RF00272,RF00272,-12.02247161,11.80199803,52.49916359,0.999417422,0.974294963,-7.037547292
ZNF649,ZNF649,-8.877584746,-0.46000999,65.48006277,0.35413282,0.577821343,-6.366485088
AC120049.1,AC120049.1,-0.847135838,-3.779540983,95.89660646,0.96241078,0.999417422,-7.732317621
COX14,COX14,11.9267151,9.653120352,37.13568395,0.999417422,0.494562605,-6.774542596
SNORA26,SNORA26,3.862490939,16.3894451,-28.53610866,0.999417422,0.106085306,-6.718046039
ARHGEF5,ARHGEF5,11.96787369,4.524873175,-92.43360282,0.999417422,0.999417422,-7.895836956
AC093668.3,AC093668.3,4.806482944,-13.57699239,-79.58237661,0.999417422,0.950450499,-7.854471117
RAVER1,RAVER1,-9.048413189,-6.695565803,-50.6798201,0.999417422,0.530858618,-7.76575546
LRIF1,LRIF1,-14.1326806,17.05270357,-85.14916458,0.627392213,0.999417422,-7.011603927
AL121753.2,AL121753.2,11.75795184,4.350844813,90.41776157,0.999417422,0.999417422,-5.937464274
LILRB5,LILRB5,-9.877960478,-12.43821935,-64.26758826,0.999417422,0.999417422,-6.133978282
METAP1D,METAP1D,5.993502953,15.29280073,97.83937393,0.999417422,0.591013253,-6.403316568
SLC38A10,SLC38A10,6.899944608,-10.2954801,27.22049526,0.999417422,0.999417422,-7.958579882
ENDOG,ENDOG,-1.994110116,17.38667322,92.11387923,0.999417422,0.999417422,-8.033140494
COQ3,COQ3,-10.03922846,-0.54948989,27.46143431,0.996118223,0.999417422,-7.106071901
LIN37,LIN37,-11.86258229,4.234670626,46.62063434,0.999417422,0.999417422,-6.740159047
FRA10AC1,FRA10AC1,-8.061896597,1.335444666,29.08276504,0.999417422,0.996118223,-6.937629956
AL157893.1,AL157893.1,5.911590458,11.57488066,28.31488995,0.999417422,0.779555375,-6.941394431
CNN1,CNN1,-7.981055391,3.677196214,50.27264807,0.999417422,0.945044831,-7.976654496
FAM104B,FAM104B,9.029960049,6.367144069,-14.30909509,0.999417422,0.999417422,-7.590369479
PCGF6,PCGF6,6.832965385,18.98867162,0.243844893,0.990228774,0.999417422,-7.29185627
PCF11-AS1,PCF11-AS1,-0.06238237,0.392225799,37.43784397,0.999417422,0.93574385,-7.925443965
VIPR2,VIPR2,8.103776117,-5.999484964,-12.50958547,0.999417422,0.999417422,-7.419428849
EXOSC5,EXOSC5,1.916766648,5.00395885,60.60455033,0.974606795,0.999417422,-7.771571945
AC116666.1,AC116666.1,-13.07448213,-0.615591624,11.23247503,0.999266259,0.705351175,-7.659048425
AC063944.2,AC063944.2,-10.90137272,-4.042612393,67.58073112,0.999417422,0.802893894,-5.742898976
SENP8,SENP8,12.04449996,11.84819309,-26.72490491,0.999417422,0.997256012,-6.517517608
KIAA0825,KIAA0825,-5.134587849,-6.425031547,5.115596751,0.735263784,0.999417422,-7.003546574
AC135983.2,AC135983.2,9.79420976,-14.67550047,-65.68924169,0.93574385,0.999417422,-6.74244335
RNY3P2,RNY3P2,-2.274964998,3.056479497,69.69127532,0.996118223,0.945044831,-7.168877659
MAP1LC3A,MAP1LC3A,-5.965849397,15.00741884,-1.559459338,0.880019317,0.999417422,-7.994878953
ADSS,ADSS,-10.97643382,-5.468291723,-44.79651763,0.999417422,0.999417422,-7.469746793
DDA1,DDA1,7.001085092,12.15530477,13.01664345,0.765561724,0.999417422,-7.231356951
AC084757.3,AC084757.3,-2.964849515,16.8706197,42.59908488,0.939164829,0.999417422,-7.45174553
FAM86C1,FAM86C1,-8.985954921,1.176127175,-93.74723715,0.999417422,0.999417422,-6.883179607
TMEM44-AS1,TMEM44-AS1,0.885912367,-12.42713688,14.07148935,0.999417422,0.999417422,-8.024500455
CACNA1D,CACNA1D,-15.18614569,14.20939609,-55.93715856,0.999417422,0.999417422,-7.279207957
AC130895.1,AC130895.1,7.005528476,8.211305827,17.03942622,0.967950774,0.779866438,-6.516403475
PKD1P6,PKD1P6,6.073064413,2.841866659,59.30354332,0.999417422,0.999417422,-6.475817556
AC004908.2,AC004908.2,0.016595697,2.796426085,-30.79964738,0.999417422,0.996118223,-7.520573257
MASP1,MASP1,12.04338566,-2.932368585,82.41299484,0.999800608,0.996118223,-7.423555645
NCS1,NCS1,7.931987221,17.29375528,15.38553266,0.999417422,0.999417422,-5.123154682
ENPP5,ENPP5,-7.9029366,14.24512885,97.87063962,0.967950774,0.849350009,-6.539290727
CDON,CDON,-0.04669077,-10.24552503,37.63859105,0.569837595,0.996118223,-7.734918453
CENPW,CENPW,-6.957460456,14.61425234,31.4540081,0.999417422,0.999417422,-6.744610907
FTLP3,FTLP3,-14.96403865,-1.519302412,-99.68794914,0.973452,0.999417422,-7.121885577
LGSN,LGSN,-9.873330102,14.41376306,13.87561762,0.999417422,0.997256012,-8.111907776
ERP27,ERP27,-1.950276537,8.67739875,35.47603385,0.954955361,0.999417422,-6.799448908
RN7SL359P,RN7SL359P,0.364870893,8.97336481,95.20214275,0.999266259,0.999417422,-8.166767244
CNIH2,CNIH2,11.03797674,2.640314632,-1.756178111,0.999417422,0.999417422,-6.361120311
AC124319.4,AC124319.4,-1.975525178,-1.014082226,3.158222194,0.999417422,0.93574385,-6.762695386
ZNF738,ZNF738,-0.716550431,-14.08737155,46.21398689,0.688116994,0.950199051,-6.009650821
AC022167.1,AC022167.1,-5.106276279,8.239523847,-79.82915524,0.999417422,0.996118223,-7.527474952
AC093525.8,AC093525.8,5.974497766,11.53904959,-28.27918932,0.876274222,0.999481995,-5.262950486
LINC01876,LINC01876,0.014408089,4.553788045,-97.89164894,0.999417422,0.999417422,-7.416503232
HNRNPM,HNRNPM,-11.98630614,11.26411567,84.26944942,0.999417422,0.996118223,-5.15230244
NMT2,NMT2,2.556756351,-11.78011948,26.27501825,0.999417422,0.999417422,-7.095465325
GCNT1P3,GCNT1P3,-13.96085519,4.672022364,-92.94335563,0.999417422,0.999417422,-7.323167078
LAGE3,LAGE3,-2.224959312,-2.998436095,46.90906576,0.999417422,0.357708556,-6.245092
KIF9-AS1,KIF9-AS1,2.874562314,-5.964543986,65.96254247,0.999417422,0.999417422,-7.480541362
TMC8,TMC8,-10.98423114,8.186486014,-87.55285413,0.854629016,0.999417422,-7.243897964
TEC,TEC,1.021608774,-7.125410413,-61.80496732,0.999417422,0.999417422,-6.609639127
ZNF585B,ZNF585B,-10.16479991,3.072234725,10.14441062,0.904738022,0.999417422,-7.334506139
BTG3,BTG3,-12.02709579,4.499742209,80.88828537,0.999417422,0.999417422,-7.222964961
AL355336.1,AL355336.1,-5.282780657,9.668867255,-53.24424207,0.656070843,0.992599342,-8.088928413
LHX4,LHX4,14.88530267,-13.43498689,-84.63028201,0.999417422,0.999417422,-7.755200856
AC009804.1,AC009804.1,-12.02236658,7.692369611,-20.18009423,0.999417422,0.999417422,-5.226145497
AGA,AGA,-6.997715017,5.537478977,-32.99077147,0.999266259,0.83509663,-6.977242447
AC008105.3,AC008105.3,0.827511299,1.952205193,-57.59825859,0.999417422,0.999417422,-7.946561144
MFSD2B,MFSD2B,-11.00345901,-0.005242816,-24.0149633,0.974294963,0.996118223,-7.846245062
GNPDA2,GNPDA2,2.321178196,-10.08769653,-69.60291415,0.999417422,0.999417422,-7.509603125
LINC02595,LINC02595,-7.87537246,12.73954823,-13.29217947,0.996118223,0.968403886,-7.137625338
AC138969.1,AC138969.1,13.97027361,8.328160964,76.35236812,0.999417422,0.352727731,-7.099931264
TMEM183B,TMEM183B,3.89320033,14.02192887,-14.48809615,0.990228774,0.533013846,-7.32635165
DHRS4L2,DHRS4L2,-8.100301168,14.92290725,9.603903883,0.997256012,0.996118223,-6.395834154
TBX18,TBX18,9.864364849,-1.712561209,24.64065405,0.999417422,0.999417422,-7.477598074
NPY1R,NPY1R,-2.118578315,0.972632589,-62.79654233,0.999417422,0.996118223,-7.94870081
PAK4,PAK4,-10.14954653,8.830185219,9.684008973,0.999417422,0.874551347,-5.653927099
MRPL53,MRPL53,-9.690696094,-5.52012225,-91.16915597,0.999417422,0.690281056,-5.629574118
SLC9B2,SLC9B2,0.765920698,22.84121218,16.28103933,0.999417422,0.999417422,-6.573786022
ZNF112,ZNF112,8.579945344,-9.970665989,-78.15777888,0.999417422,0.999417422,-7.510995083
ZNF285,ZNF285,9.7951271,15.26187745,-34.64053801,0.999417422,0.996118223,-7.41294986
SNPH,SNPH,15.18726046,1.970808945,-91.24688927,0.999417422,0.95758307,-6.293209749
PROX1,PROX1,-2.998666008,-3.024891596,-43.97051787,0.999417422,0.999417422,-7.413899353
AP000915.2,AP000915.2,5.155233344,-12.7130567,66.64119368,0.591661841,0.999417422,-7.186513174
SCRN2,SCRN2,-5.048768907,1.779325109,-3.568448878,0.999417422,0.870469752,-7.238863515
RPS15AP10,RPS15AP10,11.23757215,22.07955155,15.08406795,0.964390297,0.999417422,-7.09805762
APBB1IP,APBB1IP,13.07175766,1.242137188,10.73940306,0.999417422,0.999417422,-7.148336151
AC091181.1,AC091181.1,-5.014311352,10.60965426,-58.20598159,0.455170087,0.999417422,-6.060995105
AC019097.1,AC019097.1,13.00589542,12.15902033,-99.92017493,0.999417422,0.595345836,-7.878152036
AC016588.2,AC016588.2,-6.042727288,6.405898318,-21.48798267,0.999417422,0.999417422,-7.303284147
AC103810.3,AC103810.3,8.083151069,-13.83864253,-88.60116191,0.996351788,0.999417422,-5.639965388
AL451164.1,AL451164.1,-4.996347389,-6.875015509,35.01654441,0.999417422,0.999417422,-7.395268799
Z98884.2,Z98884.2,9.030850634,-6.658545759,-83.51674582,0.967574705,0.999417422,-7.78583373
MMP23B,MMP23B,2.940382498,13.97477361,94.39771283,0.999266259,0.799117488,-7.182769203
DNAH6,DNAH6,-11.00638731,3.748872757,-59.13250561,0.967950774,0.999417422,-7.454405893
YKT6,YKT6,13.83661831,-6.901667975,-39.89818316,0.999417422,0.999417422,-8.00933652
AP000365.1,AP000365.1,-10.03182717,18.0588203,-44.70878619,0.999417422,9.35E-35,-7.608741321
FAM102A,FAM102A,14.02997462,12.69950899,-99.28472325,0.827209913,0.963857787,-7.816532008
RAB39A,RAB39A,-4.07944578,-7.883610395,-15.19043524,0.996118223,0.954074419,-6.609856363
LDB3,LDB3,-5.068135391,3.028150392,43.21200187,0.861692847,0.990228774,-7.6382915
TBX19,TBX19,-7.384666738,-2.256363385,66.39714966,0.996118223,0.997256012,-6.992803865
C20orf27,C20orf27,-0.989008784,9.850125888,-39.81127356,0.996118223,0.999417422,-7.943530933
AL109614.1,AL109614.1,14.1309692,-5.532886943,-40.35336753,0.996118223,0.992172756,-6.77745888
NOX4,NOX4,4.044846718,1.980325113,19.22676276,0.981212953,0.999417422,-7.981984781
SULT2B1,SULT2B1,-2.112507549,-7.867381821,69.41447854,0.999417422,0.999417422,-8.037684866
TMEM67,TMEM67,-2.89454433,7.748503977,-81.92695652,0.999417422,0.999417422,-6.640995089
TRIM52,TRIM52,-11.0144551,11.15844866,-26.28030479,0.999417422,0.999417422,-6.24295093
AL360270.2,AL360270.2,-11.28836188,1.02330888,-46.15268484,0.999417422,0.999417422,-7.127481692
ITGA11,ITGA11,8.968445782,8.687688686,-33.31933006,0.999417422,0.633098625,-8.073560384
CP,CP,-8.169522412,-0.784708493,-7.679915084,0.999417422,0.848766966,-6.931034762
CDKN3,CDKN3,-4.963951915,10.06640212,38.58832829,0.980476868,0.999417422,-8.133735142
SCPEP1,SCPEP1,-13.92259418,-5.825059873,-0.691251787,0.599257824,0.639581859,-6.921752502
CLIP3,CLIP3,14.8452512,14.79229459,38.63497018,0.789375662,0.999417422,-7.641529452
BOLA2-SMG1P6,BOLA2-SMG1P6,1.225583944,-3.5326702,73.0788839,0.999417422,0.505122606,-7.421770794
AL662795.2,AL662795.2,-8.969725819,4.812374904,12.44413627,0.909406904,0.347513111,-6.78337327
SLC35G2,SLC35G2,6.009583698,-7.4827272,-75.9440305,0.705642063,0.996118223,-8.151048652
ALKBH6,ALKBH6,-2.100334749,0.043331974,1.532706753,0.999417422,0.967950774,-7.54253464
GAS5,GAS5,8.243709257,-4.298136623,-55.42447124,0.999417422,0.999417422,-7.13839453
AC019080.1,AC019080.1,3.986016158,-8.966345306,74.69198154,0.856303093,0.999417422,0.52139299
SSR4P1,SSR4P1,-12.99225324,-8.125677239,7.090323176,0.999417422,0.999417422,-7.519382535
MID1,MID1,-4.897757495,4.404512404,-34.37147083,0.990228774,0.999266259,-7.206288445
TOX2,TOX2,-1.229269874,-7.770072129,-5.338393893,0.999417422,0.990228774,-6.885861952
MIR374B,MIR374B,3.867548479,-2.083481008,-54.50214244,0.663956696,0.999417422,-7.746088094
ZNF432,ZNF432,4.8472102,14.6109971,36.0408823,0.999266259,0.978541576,-7.474617758
GADD45A,GADD45A,-11.99004687,11.29031147,6.16964071,0.950199051,0.999417422,-7.514545594
GDAP1,GDAP1,-0.520996268,5.590723603,-30.0817121,0.925437477,0.999417422,-7.746744512
CMTM1,CMTM1,-14.0107719,1.604765956,68.78754887,0.999417422,0.999417422,-7.781249001
IL17RE,IL17RE,-11.834948,-12.82845141,-13.38030245,0.996118223,0.761475466,-8.102043588
MARF1,MARF1,-12.02303098,0.960237773,-22.12344797,0.999417422,0.999266259,-5.492293288
AC026250.1,AC026250.1,15.0095325,10.84701296,-73.82121999,0.999417422,0.999417422,-7.139930784
AC027237.3,AC027237.3,8.89826475,-7.634531564,-12.57798202,0.997256012,0.996118223,-7.56556667
SHC2,SHC2,-8.315344169,-7.834208887,-27.26993147,0.996118223,0.92470664,-7.768660722
FAM133DP,FAM133DP,2.576057445,4.624600531,-52.50634857,0.656070843,0.999417422,-7.032968916
PROB1,PROB1,-1.030358863,-5.550171498,-62.47547095,0.999417422,0.886273443,-8.200568171
TMEM99,TMEM99,7.833116137,0.470366088,-56.8872272,0.884957907,0.999417422,-6.896018187
GBAP1,GBAP1,10.2666823,7.633183012,-36.09066063,0.999417422,0.996118223,-7.803636523
GRIN2C,GRIN2C,-13.07224319,-0.90301968,-7.299682171,0.999417422,0.999417422,-6.189674538
AVPI1,AVPI1,1.900597658,3.825368496,-21.77959765,0.999965168,0.999417422,-6.874236968
AC011446.2,AC011446.2,15.00621631,-6.90661504,-49.90761292,0.999417422,0.999417422,-7.082377179
ACTR5,ACTR5,14.97820214,8.519296757,36.57192932,0.999417422,0.933417562,-6.95821776
RAMP2-AS1,RAMP2-AS1,-1.032323398,-10.22132747,21.3708332,0.974606795,0.997256012,-7.953051416
PTGES3P1,PTGES3P1,-4.975069477,4.755625903,58.25179402,0.94368594,0.999417422,-7.916215218
AL136164.3,AL136164.3,-0.007189916,7.570945156,-14.14223377,0.999417422,0.999417422,-4.513197001
NPHP4,NPHP4,-7.842784808,-1.810330532,90.85256923,0.999417422,0.999417422,-4.850319036
TMPRSS6,TMPRSS6,-15.00715949,14.09438527,55.85579209,0.999417422,0.849350009,-6.100717996
AL355987.4,AL355987.4,-8.103269484,12.82083036,-24.13586096,0.996118223,0.999417422,-7.755880526
SPA17,SPA17,-9.992144454,16.54726496,91.15156112,0.913859321,0.999417422,-7.883739858
NEK5,NEK5,5.934020451,2.860235661,-83.94874999,0.999417422,0.996118223,-6.787504458
CFP,CFP,-14.08047234,2.253324097,-90.15962149,0.996371371,0.999417422,-6.13079251
MIR519E,MIR519E,3.975274011,6.360870319,48.69524501,0.999417422,0.999417422,-6.837050027
RASSF5,RASSF5,-10.98873728,-5.987529301,61.17724087,0.999417422,0.999417422,-7.116972928
RTEL1-TNFRSF6B,RTEL1-TNFRSF6B,-11.41238755,-0.856453905,64.79716959,0.999417422,0.974217287,-7.514337846
AL117335.1,AL117335.1,-3.953642198,9.622316104,-58.52956791,0.873492614,0.876274222,87.68745036
AC007938.3,AC007938.3,-1.928533592,19.91334694,-62.81593111,0.999417422,0.775335707,-6.922948859
RPUSD2,RPUSD2,-11.94332313,11.49892727,-66.7215148,0.931085402,0.999417422,-7.389372044
FOS,FOS,9.878704568,-8.690267305,58.93020101,0.999417422,0.999417422,-7.229804976
AC010468.1,AC010468.1,13.21576484,0.053446636,91.17747002,0.999417422,0.999417422,-7.262463068
PDE3B,PDE3B,1.030193431,-9.908298409,-64.84701356,0.894275738,0.83509663,-2.928642493
AC008592.1,AC008592.1,2.227977823,11.14966357,-73.92662045,0.999417422,0.999417422,-7.21180644
CCDC116,CCDC116,-2.06074592,-7.570988765,80.99462905,0.999417422,0.999417422,-6.693089041
PPIAP29,PPIAP29,-11.89871174,-11.03510309,53.55866307,0.999417422,0.999417422,-7.958445663
AL356599.1,AL356599.1,-7.211805746,15.99594095,-70.81673579,0.915712032,0.999417422,-6.184196178
C10orf90,C10orf90,-9.421323223,-13.61696135,82.16165489,0.754008766,0.999417422,-6.81832089
KLHDC7B,KLHDC7B,12.98520065,4.043533473,24.58932656,0.871506589,0.830288066,-7.175308678
AL031708.1,AL031708.1,-6.015843253,18.74416393,-20.19767239,0.999417422,0.999417422,-7.437656888
SPAAR,SPAAR,1.990388288,11.92063107,17.94922631,0.999417422,0.999417422,-7.633069038
SLX1B-SULT1A4,SLX1B-SULT1A4,13.04587932,-15.43855916,-74.76232932,0.996118223,0.999417422,-5.820913134
SEMA3B-AS1,SEMA3B-AS1,14.64784883,2.861353226,-86.33860554,0.999417422,0.999417422,-7.596121589
PEX26,PEX26,-7.034948372,-13.54580628,58.70606805,0.950199051,0.779555375,-6.802758509
RN7SL141P,RN7SL141P,10.21221946,5.502986174,67.14962183,0.925437477,0.999417422,-7.529040578
AL157713.1,AL157713.1,6.008748777,4.033662193,38.10977097,0.782121642,0.999417422,-6.220979005
FAM13A-AS1,FAM13A-AS1,1.004011168,10.42406839,-64.93710249,0.999417422,0.974606795,-6.852968022
PTP4A3,PTP4A3,3.663939564,4.648760371,52.49021815,0.999417422,0.999417422,-7.963350933
PNPLA7,PNPLA7,-4.247045305,1.042714105,-90.09809708,0.999417422,0.999417422,-7.237016805
AC025031.5,AC025031.5,5.017662011,10.0495234,79.13956283,0.999417422,0.999417422,-5.917169463
MRPS26,MRPS26,-5.777559132,6.612042428,38.22904841,0.996118223,0.573388044,-4.135266263
CREB3L4,CREB3L4,1.023689804,15.74258001,99.20513066,0.709547545,0.999417422,-7.352475247
BCL7A,BCL7A,-6.880330628,5.656639593,44.84962964,0.268450458,0.918469914,-5.683780011
C4orf33,C4orf33,11.85412294,10.36727255,90.41169454,0.905305351,0.996118223,-6.018573908
DEXI,DEXI,-13.13485286,-15.21952448,26.45537818,0.126937732,0.83509663,-7.347380438
MELTF,MELTF,-14.77879138,-3.020200113,-95.01925837,0.999417422,0.931831176,-6.812212043
RPS23P8,RPS23P8,9.043536811,7.218974013,81.74765234,0.999417422,0.999417422,-7.278128452
SGK3,SGK3,-14.93140403,8.538255391,63.36941808,0.999266259,0.996118223,-7.139326295
PSPN,PSPN,10.90393135,6.664549672,-39.3873294,0.981212953,0.999417422,-3.788226256
AL353708.3,AL353708.3,-13.06663058,4.745820795,-16.8178492,0.558703785,0.999965168,-8.023108482
ENTPD6,ENTPD6,12.14132778,13.03745639,40.61683935,0.705557562,0.999417422,-7.604407934
SELE,SELE,4.028645756,-0.670847667,-60.41809452,0.999417422,0.58152909,-7.149067159
